CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,LAT_DD,LONGTD_DD,AGY_ST_NO,ST_FULL_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_SEQ_NO,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_LVL_A_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1790398,133,2019-01-04,1,4,2019,6,7,7A,26,Multnomah,247,Portland SW,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,3.4,-122,40,54.06,45.5176111111107,-122.681683333333,01906,SW PARK AVE,02205,SW SALMON ST,1,8,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,5,3,PED,0,PED,2,FAT,2,CLD,1,DRY,2,DLIT,4,STOP SIGN,1,3,CITY,NA,NA,NA,NA,NA,NA,2,NO-YIELD,NA,NA,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_139020,NA,0,2021-01-27T16:26:15Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1790399,132,2019-01-05,1,5,2019,7,14,2P,26,Multnomah,243,Portland NE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,33,11.57,-122,29,15.72,45.553213888888,-122.487699999999,00171,NE AIRPORT WAY,01619,NE MASON CT,1,4,NA,NA,5,CURVE,1,NA,NA,0,0,0,4,NA,2,DIVMD,7,3,PED,0,PED,2,FAT,2,CLD,1,DRY,1,DAY,99,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,1,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_500611,NA,0,2021-05-05T19:00:50Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,Y
1790403,50,2019-01-06,1,6,2019,1,5,5A,20,Lane,200,Springfield,25,EUGN-SPR UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,43.87,-123,2,24.18,44.0455194444443,-123.040049999999,00128,FRANKLIN BLVD,00122,HENDERSON AVE,1,7,NA,NA,5,CURVE,1,NA,NA,0,0,0,4,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,0,UNK,0,UNK,2,DLIT,99,UNKNOWN,1,3,CITY,62,TREE,87,FIRE/EXP,NA,NA,1,TOO-FAST,NA,NA,NA,NA,NA,NA,0,1,0,1,0,7,"50,001 to 100,000",3,URBAN CITY STREET,NA,NA,NA,2,05,277_9410,NA,0,2021-05-05T14:21:32Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Y
1790406,95,2019-01-17,1,17,2019,5,17,5P,20,Lane,NA,NA,25,EUGN-SPR UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6,12.31,-123,7,36.32,44.103419444444,-123.126755555555,332000,HUNSAKER LN-BEAVER,333100,YVONNE ST,1,7,0.22,35,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,0,3,PED,0,PED,2,FAT,3,RAIN,2,WET,2,DLIT,0,NONE,1,2,COUNTY,NA,NA,NA,NA,NA,NA,18,IN RDWY,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,2,05,277_29790,NA,0,2021-05-06T11:12:46Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1790412,397,2019-01-25,1,25,2019,6,7,7A,3,Clackamas,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,26,4.6,-122,19,53.79,45.4346111111103,-122.331608333333,14004,SE REVENUE RD,NA,"
    ",NA,1,0,NA,1,INTER,1,3,3-LEG,0,0,0,NA,0,NA,NA,5,8,FIX OBJ,9,FIX,2,FAT,2,CLD,1,DRY,0,UNK,4,STOP SIGN,1,2,COUNTY,79,DITCH,86,IMMERSED,10,SUB OTRN,8,IMP-TURN,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,1,02C,58_303834,NA,0,2021-05-05T14:46:31Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,N
1790416,69,2019-01-15,1,15,2019,3,9,9A,30,Umatilla,NA,NA,33,HERMSTON UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,48,21.71,-119,17,14.82,45.806030555555,-119.287449999999,01000A,FEEDVILLE RD,NA,"
    ",NA,0,24.92,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,2,CLD,1,DRY,1,DAY,0,NONE,1,3,CITY,121,FENCE,52,POLE UNK,10,SUB OTRN,1,TOO-FAST,NA,NA,NA,NA,0,0,0,1,0,1,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,5,12,40_30001548,NA,0,2021-05-05T22:14:45Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1790948,550,2019-02-01,2,1,2019,6,14,2P,34,Washington,92,Hillsboro,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,51.26,-122,57,11.07,45.5309055555547,-122.953075,00405,NE CORNELL RD,05028,NE 28TH AVE,1,3,NA,45,5,CURVE,0,NA,NA,0,0,0,4,NA,0,NONE,7,G,O-STRGHT,2,HEAD,2,FAT,3,RAIN,2,WET,1,DAY,0,NONE,1,3,CITY,NA,NA,NA,NA,NA,NA,30,SPEED,5,LEFT-CTR,NA,NA,0,0,0,0,0,1,0,8,"100,001 to 200,000",3,URBAN CITY STREET,NA,NA,NA,1,02B,58_202514,NA,0,2021-05-06T09:46:37Z,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,0,0,0,0,0,1,Y
1790996,1556,2019-02-02,2,2,2019,7,0,12A,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,14.61,-122,31,47.8,45.504058333333,-122.529944444444,00614,SE DIVISION ST,05130,SE 130TH AVE,1,7,NA,30,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,6,3,PED,0,PED,2,FAT,2,CLD,2,WET,2,DLIT,1,TRF SIGNAL,1,3,CITY,NA,NA,NA,NA,NA,NA,4,DIS SIG,NA,NA,NA,NA,0,0,1,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_120279,NA,0,2021-05-05T19:47:56Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1790997,540,2019-02-02,2,2,2019,7,18,6P,24,Marion,NA,NA,NA,NA,8,R MN-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14,51.43,-122,53,17.65,45.2476194444443,-122.88823611111,00012,CHAMPOEG RD NE,NA,"
    ",NA,0,2.87,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,2,COUNTY,62,TREE,121,FENCE,128,CURVE INV,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_190184,NA,0,2021-05-05T16:44:47Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Y
1791000,669,2019-02-08,2,8,2019,6,20,8P,24,Marion,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,42.17,-122,58,53.74,45.061713888888,-122.981594444444,00036,RIVER RD NE,NA,"
    ",NA,0,4.08,55,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,3,RAIN,2,WET,3,DARK,0,NONE,1,2,COUNTY,87,FIRE/EXP,NA,NA,NA,NA,5,LEFT-CTR,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_10010749,NA,0,2021-05-05T16:47:35Z,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,Y
1791005,130,2019-02-11,2,11,2019,2,13,1P,2,Benton,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,21,0.32,-123,34,45.95,44.350088888888,-123.579430555555,48200,SOUTH FORK RD,NA,"
    ",NA,0,1.79,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,3,RAIN,2,WET,1,DAY,99,UNKNOWN,1,2,COUNTY,79,DITCH,126,BOULDER,128,CURVE INV,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,9_4645,NA,0,2021-05-05T14:29:07Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Y
1791009,36,2019-02-13,2,13,2019,4,10,10A,9,Deschutes,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,38.68,-121,17,13.55,44.1774111111107,-121.28709722222101,02156,OLD REDMOND-BEND HWY,08584,JOURNEY DR,1,1,NA,55,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,121,FENCE,62,TREE,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,4,10,11_10005423,NA,0,2021-05-05T18:50:42Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1791018,350,2019-02-16,2,16,2019,7,4,4A,22,Linn,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,16,47.19,-123,5,18.1,44.2797749999997,-123.08836111111,00014,DIAMOND HILL DR,NA,"
    ",NA,0,4.35,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,2,COUNTY,37,CULVERT,79,DITCH,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,19_43001064,NA,0,2021-05-05T15:38:41Z,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,Y
1791027,10,2019-02-15,2,15,2019,6,17,5P,32,Wallowa,62,Enterprise,NA,NA,2,R PR-ART,1,10,"
    ",WALLOWA LAKE,1,0,MN,0,R,NA,001000100S00,45,25,37.14,-117,17,6.53,45.4269833333327,-117.285147222221,01002,HOLMES ST,02601,WALLOWA LAKE HY,1,7,64.64,25,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,5,3,PED,0,PED,2,FAT,3,RAIN,3,SNO,2,DLIT,4,STOP SIGN,1,3,CITY,NA,NA,NA,NA,NA,NA,2,NO-YIELD,NA,NA,NA,NA,0,0,0,0,0,0,0,2,"1,001 to 2,500",5,RURAL HWY SYSTEM,NA,NA,NA,5,13,293_16461,NA,0,2021-05-05T23:30:52Z,1,1,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,N
1791042,258,2019-02-20,2,20,2019,4,18,6P,22,Linn,4,Albany,1,ALBANY UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36,36.57,-123,6,2.7,44.610158333333,-123.10075,05034,34TH AVE,00803,FERRY ST,1,3,NA,35,3,STRGHT,1,NA,NA,0,0,0,4,NA,1,RSDMD,0,8,FIX OBJ,9,FIX,2,FAT,3,RAIN,2,WET,2,DLIT,99,UNKNOWN,1,3,CITY,62,TREE,132,WINDOW HID,NA,NA,32,CARELESS,NA,NA,NA,NA,NA,NA,0,1,0,0,0,7,"50,001 to 100,000",3,URBAN CITY STREET,NA,NA,NA,2,04,19_43000495,NA,0,2021-05-05T16:11:23Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1791047,2013,2019-03-01,3,1,2019,6,7,7A,26,Multnomah,245,Portland SE,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,24.08,-122,34,6.98,45.4900222222213,-122.568605555555,01055,SE HOLGATE BLVD,05092,SE 92ND AVE,1,3,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,6,3,PED,0,PED,2,FAT,2,CLD,1,DRY,1,DAY,1,TRF SIGNAL,1,3,CITY,NA,NA,NA,NA,NA,NA,4,DIS SIG,NA,NA,NA,NA,0,0,0,1,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_184562,NA,0,2021-05-05T19:56:08Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1791086,880,2019-03-08,3,8,2019,6,99,UNK,24,Marion,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,45,2.94,-123,2,26.58,44.750816666666,-123.040716666666,00039A,TALBOT RD SE,NA,"
    ",NA,0,5.85,NA,5,CURVE,0,NA,NA,0,0,0,2,NA,0,NONE,3,&,OVERTURN,8,NCOL,2,FAT,6,SNOW,2,WET,3,DARK,99,UNKNOWN,1,2,COUNTY,1,FEL/JUMP,NA,NA,NA,NA,1,TOO-FAST,NA,NA,NA,NA,0,0,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,53_10008780,NA,0,2021-05-05T16:51:12Z,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,1,2,0,Y
1791094,99999,2019-03-07,3,7,2019,5,19,7P,8,Curry,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,52.63,-124,10,14.72,42.0312861111107,-124.170755555555,00896,WINCHUCK RIVER RD,NA,"
    ",NA,0,4.52,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,5,DUSK,99,UNKNOWN,1,2,COUNTY,62,TREE,1,FEL/JUMP,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,07,42_8005780,NA,0,2021-05-05T18:41:42Z,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,Y
1791098,347,2019-03-08,3,8,2019,6,7,7A,22,Linn,NA,NA,39,LEBANON UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,30,1.63,-122,52,24.51,44.500452777777,-122.873475,00031,SODAVILLE RD,NA,"
    ",NA,9,0.35,55,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,4,B,ANGL-OTH,1,ANGL,2,FAT,2,CLD,2,WET,4,DAWN,4,STOP SIGN,1,2,COUNTY,128,CURVE INV,NA,NA,NA,NA,3,PAS-STOP,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,2,04,19_43008488,NA,0,2021-05-05T14:38:09Z,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,N
1791106,472,2019-03-14,3,14,2019,5,6,6A,22,Linn,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,21,45.83,-123,11,41.38,44.362730555555,-123.194827777777,00002,PEORIA RD,NA,"
    ",NA,0,15.13,55,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,5,FOG,1,DRY,4,DAWN,99,UNKNOWN,1,2,COUNTY,NA,NA,NA,NA,NA,NA,5,LEFT-CTR,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,19_43002375,NA,0,2021-05-05T14:57:42Z,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,Y
1791456,878,2019-02-15,2,15,2019,6,18,6P,34,Washington,NA,NA,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,32,9.72,-122,51,3.02,45.5360333333333,-122.850838888888,00292,NW BRONSON RD,02049,NW ROSEBURG TER,1,4,NA,45,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,3,RAIN,2,WET,0,UNK,99,UNKNOWN,1,2,COUNTY,62,TREE,NA,NA,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,1,02B,58_219894,NA,0,2021-05-05T23:39:30Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Y
