CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,LAT_DD,LONGTD_DD,AGY_ST_NO,ST_FULL_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_SEQ_NO,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_LVL_A_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1791457,2172,2019-03-16,3,16,2019,7,23,11P,26,Multnomah,83,Gresham,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,18.67,-122,24,49.96,45.505186111111,-122.413877777777,01023,NE HOGAN DR,00612,NE DIVISION ST,1,1,NA,NA,2,ALLEY,0,NA,NA,0,0,0,5,NA,0,NONE,7,H,O-1 L-TURN,6,TURN,2,FAT,1,CLR,1,DRY,2,DLIT,99,UNKNOWN,1,3,CITY,129,HILL INV,NA,NA,NA,NA,1,TOO-FAST,NA,NA,NA,NA,0,0,0,0,0,1,0,8,"100,001 to 200,000",3,URBAN CITY STREET,NA,NA,NA,1,02C,58_120664,NA,0,2021-05-05T18:15:54Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,2,N
1791458,2613,2019-03-21,3,21,2019,5,18,6P,24,Marion,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,47,27.1,-123,1,55.15,44.7908611111103,-123.031986111111,00908,HOCHSPEIER RD SE,NA,"
    ",NA,0,0.15,NA,7,GRADE,0,NA,NA,0,0,0,2,NA,0,NONE,3,&,OVERTURN,8,NCOL,2,FAT,2,CLD,1,DRY,1,DAY,0,NONE,1,2,COUNTY,62,TREE,1,FEL/JUMP,NA,NA,30,SPEED,33,RECKLESS,NA,NA,0,0,0,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,53_10024883,NA,0,2021-05-05T16:32:46Z,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,1,0,0,0,0,0,0,N
1791462,262,2019-03-23,3,23,2019,7,99,UNK,17,Josephine,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,12,45.57,-123,19,22.87,42.212658333333,-123.323019444444,04100,KINCAID RD,NA,"
    ",NA,0,1.93,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,0,UNK,2,WET,3,DARK,99,UNKNOWN,1,2,COUNTY,62,TREE,NA,NA,NA,NA,1,TOO-FAST,NA,NA,NA,NA,0,0,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,08,142_413,NA,0,2021-05-06T12:19:10Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,Y
1794719,1102,2019-03-23,3,23,2019,7,4,4A,24,Marion,184,Salem,67,SALEM-KZ UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,51,34.03,-123,1,7.07,44.859452777777,-123.018630555555,00834,FAIRWAY AVE SE,01431,LEXINGTON CIR SE,1,5,NA,25,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,8,8,FIX OBJ,9,FIX,2,FAT,2,CLD,2,WET,2,DLIT,99,UNKNOWN,1,3,CITY,62,TREE,NA,NA,NA,NA,1,TOO-FAST,NA,NA,NA,NA,0,0,0,1,0,1,0,8,"100,001 to 200,000",3,URBAN CITY STREET,NA,NA,NA,2,03,53_10010256,NA,0,2021-05-05T17:28:26Z,1,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,1,0,0,0,0,0,1,Y
1803856,200,2019-02-23,2,23,2019,7,0,12A,18,Klamath,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,6,42.58,-121,44,14.9,42.111827777777,-121.737472222221,00876A,SPRING LAKE RD A,NA,"
    ",NA,0,1,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,1,&,OVERTURN,8,NCOL,2,FAT,2,CLD,1,DRY,3,DARK,0,NONE,1,2,COUNTY,87,FIRE/EXP,1,FEL/JUMP,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,4,11,49_4916011470,NA,0,2021-05-06T12:41:16Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,Y
1803864,837,2019-03-18,3,18,2019,2,4,4A,3,Clackamas,160,Oregon City,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,22,36.83,-122,35,14.96,45.3768972222217,-122.587488888888,02605,WASHINGTON ST,00109,AGNES AVE,1,1,NA,25,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,3,CITY,62,TREE,1,FEL/JUMP,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,1,0,0,0,6,"25,001 to 50,000",3,URBAN CITY STREET,NA,NA,NA,1,02B,58_311681,NA,0,2021-05-05T16:27:55Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,Y
1803890,822,2019-03-26,3,26,2019,3,14,2P,15,Jackson,NA,NA,44,MEDFORD UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,26,12.73,-122,50,49.62,42.4368694444443,-122.847116666666,00690,AVENUE G(WHITE CITY),NA,"
    ",NA,0,1.9,35,2,ALLEY,0,NA,NA,0,0,0,2,NA,0,NONE,3,B,ANGL-OTH,1,ANGL,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,1,FEL/JUMP,87,FIRE/EXP,NA,NA,1,TOO-FAST,NA,NA,NA,NA,0,0,1,0,0,1,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,3,08,142_4831,NA,0,2021-05-06T12:03:03Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,N
1803909,1912,2019-03-28,3,28,2019,5,12,12P,24,Marion,NA,NA,NA,NA,2,R PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,29.17,-122,51,27.48,44.9914361111103,-122.857633333333,00026,SILVERTON RD NE,NA,"
    ",NA,0,1.11,55,2,ALLEY,0,NA,NA,0,0,0,2,NA,0,NONE,3,E,S-1STOP,3,REAR,2,FAT,1,CLR,1,DRY,1,DAY,0,NONE,1,2,COUNTY,13,FORCED,NA,NA,NA,NA,27,INATTENT,7,TOO-CLOS,NA,NA,NA,NA,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_10016136,NA,0,2021-05-05T16:39:13Z,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,N
1803939,1482,2019-03-30,3,30,2019,7,15,3P,24,Marion,NA,NA,NA,NA,2,R PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14,30.07,-122,55,39.42,45.2416861111103,-122.927616666667,00096Z,MCKAY RD NE A,NA,"
    ",NA,0,0.78,55,7,GRADE,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,87,FIRE/EXP,1,FEL/JUMP,128,CURVE INV,30,SPEED,5,LEFT-CTR,NA,NA,0,0,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_10022672,NA,0,2021-05-06T10:33:09Z,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,0,0,0,0,3,0,Y
1803943,1203,2019-03-12,3,12,2019,3,15,3P,24,Marion,110,Keizer,67,SALEM-KZ UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,48.87,-123,1,33.19,44.9969083333333,-123.025886111111,00427,CHEMAWA RD N,02642,WITTENBERG LN,1,7,NA,NA,2,ALLEY,1,NA,NA,0,0,0,2,NA,0,NONE,8,3,PED,0,PED,2,FAT,2,CLD,1,DRY,1,DAY,99,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,27,INATTENT,2,NO-YIELD,40,VIEW OBS,0,0,0,0,0,0,0,6,"25,001 to 50,000",3,URBAN CITY STREET,NA,NA,NA,2,03,53_10009349,NA,0,2023-01-25T17:11:16Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,Y
1803947,389,2019-03-07,3,7,2019,5,9,9A,10,Douglas,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,16,18.09,-123,3,28.39,43.2716916666667,-123.057886111111,00017B,STRAWBERRY MTN RD,NA,"
    ",NA,0,13.6,NA,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,79,DITCH,72,OTHER WALL,53,POLE UTL,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,07,255_206068,NA,0,2021-05-05T20:31:55Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Y
1803950,743,2019-04-07,4,7,2019,1,0,12A,15,Jackson,NA,NA,NA,NA,8,R MN-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,29,33.72,-122,53,38.81,42.4926999999993,-122.894113888888,00689,ANTIOCH RD,NA,"
    ",NA,0,1.84,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,2,WET,3,DARK,0,NONE,1,2,COUNTY,79,DITCH,121,FENCE,10,SUB OTRN,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,08,142_12608,NA,0,2021-05-06T10:49:54Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,Y
1803954,3648,2019-04-09,4,9,2019,3,12,12P,26,Multnomah,243,Portland NE,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,34,24.31,-122,32,48.1,45.5734194444437,-122.546694444444,01617,NE MARINE DR,05112,NE 112TH AVE,1,8,NA,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,3,CITY,40,CURB,47,BR ABUTMNT,10,SUB OTRN,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,1,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_132972,NA,0,2021-05-05T19:27:21Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Y
1803979,99999,2019-04-10,4,10,2019,4,22,10P,26,Multnomah,242,Portland N,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,35,42.42,-122,44,31.81,45.5951166666663,-122.742169444444,00812,N FESSENDEN ST,01934,N POLK AVE,1,4,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,5,3,PED,0,PED,2,FAT,3,RAIN,2,WET,2,DLIT,4,STOP SIGN,1,3,CITY,NA,NA,NA,NA,NA,NA,2,NO-YIELD,NA,NA,NA,NA,0,0,1,1,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_101359,NA,0,2021-05-05T18:26:41Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1803994,3095,2019-04-11,4,11,2019,5,1,1A,26,Multnomah,245,Portland SE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,28,36.71,-122,31,31.33,45.4768638888887,-122.525369444444,00824,SE FOSTER RD,05134,SE 134TH AVE,1,3,NA,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,3,RAIN,2,WET,2,DLIT,99,UNKNOWN,1,3,CITY,62,TREE,53,POLE UTL,10,SUB OTRN,1,TOO-FAST,NA,NA,NA,NA,NA,NA,1,0,0,1,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02C,58_183157,NA,0,2021-05-05T19:54:16Z,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,Y
1804001,319,2019-04-12,4,12,2019,6,1,1A,18,Klamath,NA,NA,35,KLAM FLS UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14,32.25,-121,50,23.6,42.2422916666663,-121.839888888888,00630,LAKESHORE DR,NA,"
    ",NA,0,2.06,NA,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,2,COUNTY,62,TREE,10,SUB OTRN,NA,NA,1,TOO-FAST,33,RECKLESS,NA,NA,0,0,1,0,0,1,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,4,11,49_5351,NA,0,2021-05-06T12:18:28Z,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,0,Y
1805404,1388,2019-04-13,4,13,2019,7,2,2A,24,Marion,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,39.19,-122,53,54.57,45.010886111111,-122.898491666666,00026D,HAZEL GREEN RD NE,NA,"
    ",NA,0,4.62,55,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,3,&,OVERTURN,8,NCOL,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,2,COUNTY,53,POLE UTL,NA,NA,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_10006213,NA,0,2021-05-05T16:49:08Z,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,Y
1805429,1188,2019-04-10,4,10,2019,4,15,3P,3,Clackamas,115,Lake Oswego,57,PORTLAND UA,18,U MN-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,24,12.53,-122,41,54.47,45.403480555555,-122.698463888888,00807,FERNWOOD DR,00904,GLEN HAVEN RD,1,5,NA,NA,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,8,3,PED,0,PED,2,FAT,3,RAIN,2,WET,1,DAY,99,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,18,IN RDWY,32,CARELESS,NA,NA,0,0,0,0,0,0,0,6,"25,001 to 50,000",3,URBAN CITY STREET,NA,NA,NA,1,02B,58_307981,NA,0,2021-05-05T16:23:26Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1805444,1859,2019-04-17,4,17,2019,4,12,12P,34,Washington,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,34,25.27,-123,1,56.68,45.5736861111107,-123.032411111111,01563,NW MILNE RD,02901,NW ZION CHURCH RD,1,9,NA,55,1,INTER,0,3,3-LEG,0,0,0,NA,0,NA,NA,3,D,S-1TURN,3,REAR,2,FAT,1,CLR,1,DRY,1,DAY,4,STOP SIGN,1,2,COUNTY,NA,NA,NA,NA,NA,NA,6,IMP-OVER,7,TOO-CLOS,1,TOO-FAST,0,0,0,0,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,1,02B,58_200526,NA,0,2021-05-05T23:52:02Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,N
1805459,1200,2019-04-17,4,17,2019,4,17,5P,3,Clackamas,160,Oregon City,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,20,56.32,-122,35,47.93,45.3489777777773,-122.596647222221,01514,MOLALLA AVE,01909,PEARL ST,1,5,NA,30,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,5,3,PED,0,PED,2,FAT,1,CLR,1,DRY,1,DAY,1,TRF SIGNAL,1,3,CITY,129,HILL INV,NA,NA,NA,NA,27,INATTENT,2,NO-YIELD,NA,NA,0,0,0,0,0,0,0,6,"25,001 to 50,000",3,URBAN CITY STREET,NA,NA,NA,1,02B,58_314950,NA,0,2021-05-05T16:26:28Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1805475,3512,2019-04-19,4,19,2019,6,14,2P,26,Multnomah,243,Portland NE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,32,6.24,-122,39,38.27,45.5350666666663,-122.660630555555,00267,NE BROADWAY ST,00929,NE GRAND AVE,1,7,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,6,3,PED,0,PED,2,FAT,3,RAIN,2,WET,1,DAY,1,TRF SIGNAL,1,3,CITY,NA,NA,NA,NA,NA,NA,2,NO-YIELD,NA,NA,NA,NA,NA,NA,0,1,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_111581,NA,0,2021-05-05T19:04:35Z,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,N
1805499,3647,2019-04-25,4,25,2019,5,0,12A,26,Multnomah,243,Portland NE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,34,5.03,-122,35,45.84,45.5680638888887,-122.596066666666,00472,NE COLUMBIA BLVD,05066,NE 66TH AVE,1,7,NA,40,2,ALLEY,0,NA,NA,0,0,0,2,NA,0,NONE,7,3,PED,0,PED,2,FAT,2,CLD,1,DRY,2,DLIT,99,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,18,IN RDWY,NA,NA,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_133141,NA,0,2021-05-05T19:18:51Z,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,N
1805508,351,2019-04-18,4,18,2019,5,19,7P,36,Yamhill,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,10,27.76,-123,18,53.7,45.1743777777777,-123.314916666666,00429,EAGLE PT RD,NA,"
    ",NA,0,2.06,55,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,5,DUSK,99,UNKNOWN,1,2,COUNTY,79,DITCH,1,FEL/JUMP,128,CURVE INV,1,TOO-FAST,NA,NA,NA,NA,0,0,1,0,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,44_3819,NA,0,2021-05-06T09:59:28Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,Y
1805555,1009,2019-05-04,5,4,2019,7,15,3P,15,Jackson,132,Medford,44,MEDFORD UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,20,1.49,-122,53,57.51,42.3337472222213,-122.899308333333,00199,STONEFIELD WAY,02128,ROSS LN,1,1,NA,35,1,INTER,1,3,3-LEG,0,0,0,NA,0,NA,NA,5,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,4,STOP SIGN,1,3,CITY,40,CURB,53,POLE UTL,NA,NA,17,ILLNESS,5,LEFT-CTR,NA,NA,0,0,0,0,0,0,0,7,"50,001 to 100,000",3,URBAN CITY STREET,NA,NA,NA,3,08,142_70090,NA,0,2021-05-06T11:44:11Z,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,N
1805556,310,2019-05-12,5,12,2019,1,23,11P,27,Polk,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,49,27.7,-123,11,18.63,44.8243611111107,-123.188508333333,00009A,CORVALLIS RD,NA,"
    ",NA,0,1.65,NA,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,3,2,PRKD MV,1,ANGL,2,FAT,1,CLR,1,DRY,3,DARK,0,NONE,1,2,COUNTY,5,SUB-PED,87,FIRE/EXP,NA,NA,20,IMP PKNG,40,VIEW OBS,18,IN RDWY,0,0,0,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,18_4322,NA,0,2021-05-05T21:46:23Z,2,1,0,2,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,N
1805557,1478,2019-05-17,5,17,2019,6,10,10A,20,Lane,NA,NA,NA,NA,6,R MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,12,55.79,-123,17,11.61,44.215497222222,-123.286558333333,345500,HIGH PASS RD,798900,TERRITORIAL HY,1,9,NA,55,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,1,B,ANGL-OTH,1,ANGL,2,FAT,2,CLD,1,DRY,1,DAY,4,STOP SIGN,1,1,STATE,10,SUB OTRN,NA,NA,NA,NA,3,PAS-STOP,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,05,277_21668,NA,0,2021-05-06T11:14:49Z,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
